2022-05-07 13:53:00, laser,001.147, uwb,000.960
2022-05-07 13:53:00, laser,001.148, uwb,001.000
2022-05-07 13:53:00, laser,001.164, uwb,000.990
2022-05-07 13:53:00, laser,001.170, uwb,001.010
2022-05-07 13:53:01, laser,001.173, uwb,001.000
2022-05-07 13:53:01, laser,001.177, uwb,000.980
2022-05-07 13:53:01, laser,001.192, uwb,001.010
2022-05-07 13:53:01, laser,001.198, uwb,001.020
2022-05-07 13:53:01, laser,001.204, uwb,001.060
2022-05-07 13:53:01, laser,001.215, uwb,001.070
2022-05-07 13:53:01, laser,001.222, uwb,001.070
2022-05-07 13:53:01, laser,001.228, uwb,001.070
2022-05-07 13:53:02, laser,001.238, uwb,001.060
2022-05-07 13:53:02, laser,001.254, uwb,001.070
2022-05-07 13:53:02, laser,001.261, uwb,001.060
2022-05-07 13:53:02, laser,001.268, uwb,001.070
2022-05-07 13:53:02, laser,001.276, uwb,001.070
2022-05-07 13:53:02, laser,001.292, uwb,001.090
2022-05-07 13:53:02, laser,001.298, uwb,001.090
2022-05-07 13:53:02, laser,001.308, uwb,001.170
2022-05-07 13:53:03, laser,001.316, uwb,001.160
2022-05-07 13:53:03, laser,001.337, uwb,001.150
2022-05-07 13:53:03, laser,001.347, uwb,001.130
2022-05-07 13:53:03, laser,001.356, uwb,001.160
2022-05-07 13:53:03, laser,001.366, uwb,001.180
2022-05-07 13:53:03, laser,001.384, uwb,001.130
2022-05-07 13:53:03, laser,001.394, uwb,001.170
2022-05-07 13:53:03, laser,001.404, uwb,001.200
2022-05-07 13:53:04, laser,001.424, uwb,001.230
2022-05-07 13:53:04, laser,001.433, uwb,001.260
2022-05-07 13:53:04, laser,001.440, uwb,001.290
2022-05-07 13:53:04, laser,001.449, uwb,001.330
2022-05-07 13:53:04, laser,001.460, uwb,001.310
2022-05-07 13:53:04, laser,001.473, uwb,001.320
2022-05-07 13:53:04, laser,001.476, uwb,001.380
2022-05-07 13:53:04, laser,001.484, uwb,001.370
2022-05-07 13:53:05, laser,001.500, uwb,001.390
2022-05-07 13:53:05, laser,001.502, uwb,001.380
2022-05-07 13:53:05, laser,001.510, uwb,001.360
2022-05-07 13:53:05, laser,001.518, uwb,001.360
2022-05-07 13:53:05, laser,001.531, uwb,001.370
2022-05-07 13:53:05, laser,001.538, uwb,001.360
2022-05-07 13:53:05, laser,001.541, uwb,001.360
2022-05-07 13:53:05, laser,001.546, uwb,001.360
2022-05-07 13:53:06, laser,001.561, uwb,001.350
2022-05-07 13:53:06, laser,001.567, uwb,001.350
2022-05-07 13:53:06, laser,001.573, uwb,001.360
2022-05-07 13:53:06, laser,001.581, uwb,001.400
2022-05-07 13:53:06, laser,001.599, uwb,001.410
2022-05-07 13:53:06, laser,001.610, uwb,001.430
2022-05-07 13:53:06, laser,001.623, uwb,001.420
2022-05-07 13:53:06, laser,001.647, uwb,001.420
2022-05-07 13:53:07, laser,001.660, uwb,001.400
2022-05-07 13:53:07, laser,001.673, uwb,001.430
2022-05-07 13:53:07, laser,001.685, uwb,001.420
2022-05-07 13:53:07, laser,001.706, uwb,001.480
2022-05-07 13:53:07, laser,001.718, uwb,001.470
2022-05-07 13:53:07, laser,001.728, uwb,001.490
2022-05-07 13:53:07, laser,001.739, uwb,001.520
2022-05-07 13:53:07, laser,001.765, uwb,001.550
2022-05-07 13:53:08, laser,001.776, uwb,001.580
2022-05-07 13:53:08, laser,001.789, uwb,001.600
2022-05-07 13:53:08, laser,001.801, uwb,001.650
2022-05-07 13:53:08, laser,001.828, uwb,001.740
2022-05-07 13:53:08, laser,001.842, uwb,001.720
2022-05-07 13:53:08, laser,001.856, uwb,001.770
2022-05-07 13:53:08, laser,001.870, uwb,001.810
2022-05-07 13:53:08, laser,001.895, uwb,001.810
2022-05-07 13:53:09, laser,001.910, uwb,001.820
2022-05-07 13:53:09, laser,001.926, uwb,001.790
2022-05-07 13:53:09, laser,001.940, uwb,001.760
2022-05-07 13:53:09, laser,001.973, uwb,001.770
2022-05-07 13:53:09, laser,001.987, uwb,001.810
2022-05-07 13:53:09, laser,002.002, uwb,001.770
2022-05-07 13:53:09, laser,002.031, uwb,001.790
2022-05-07 13:53:10, laser,002.045, uwb,001.850
2022-05-07 13:53:10, laser,002.059, uwb,001.850
2022-05-07 13:53:10, laser,002.059, uwb,001.880
2022-05-07 13:53:10, laser,002.100, uwb,001.910
2022-05-07 13:53:10, laser,002.113, uwb,001.930
2022-05-07 13:53:10, laser,002.126, uwb,001.940
2022-05-07 13:53:10, laser,002.137, uwb,001.940
2022-05-07 13:53:10, laser,002.163, uwb,001.970
2022-05-07 13:53:11, laser,002.172, uwb,002.030
2022-05-07 13:53:11, laser,002.185, uwb,002.070
2022-05-07 13:53:11, laser,002.193, uwb,002.120
2022-05-07 13:53:11, laser,002.217, uwb,002.100
2022-05-07 13:53:11, laser,002.228, uwb,002.070
2022-05-07 13:53:11, laser,002.239, uwb,002.090
2022-05-07 13:53:11, laser,002.250, uwb,002.060
2022-05-07 13:53:11, laser,002.272, uwb,002.090
2022-05-07 13:53:12, laser,002.286, uwb,002.090
2022-05-07 13:53:12, laser,002.296, uwb,002.130
2022-05-07 13:53:12, laser,002.318, uwb,002.120
2022-05-07 13:53:12, laser,002.332, uwb,002.110
2022-05-07 13:53:12, laser,002.343, uwb,002.110
2022-05-07 13:53:12, laser,002.355, uwb,002.130
2022-05-07 13:53:12, laser,002.376, uwb,002.150
2022-05-07 13:53:12, laser,002.387, uwb,002.150
2022-05-07 13:53:13, laser,002.396, uwb,002.190
2022-05-07 13:53:13, laser,002.407, uwb,002.230
2022-05-07 13:53:13, laser,002.427, uwb,002.230
2022-05-07 13:53:13, laser,002.438, uwb,002.230
2022-05-07 13:53:13, laser,002.449, uwb,002.210
2022-05-07 13:53:13, laser,002.462, uwb,002.210
2022-05-07 13:53:13, laser,002.488, uwb,002.230
2022-05-07 13:53:13, laser,002.502, uwb,002.290
2022-05-07 13:53:14, laser,002.518, uwb,002.330
2022-05-07 13:53:14, laser,002.533, uwb,002.320
2022-05-07 13:53:14, laser,002.564, uwb,002.380
2022-05-07 13:53:14, laser,002.578, uwb,002.390
2022-05-07 13:53:14, laser,002.594, uwb,002.410
2022-05-07 13:53:14, laser,002.607, uwb,002.430
2022-05-07 13:53:14, laser,002.636, uwb,002.460
2022-05-07 13:53:14, laser,002.651, uwb,002.440
2022-05-07 13:53:15, laser,002.664, uwb,002.490
2022-05-07 13:53:15, laser,002.686, uwb,002.470
2022-05-07 13:53:15, laser,002.698, uwb,002.540
2022-05-07 13:53:15, laser,002.708, uwb,002.540
2022-05-07 13:53:15, laser,002.719, uwb,002.550
2022-05-07 13:53:15, laser,002.742, uwb,002.570
2022-05-07 13:53:15, laser,002.753, uwb,002.570
2022-05-07 13:53:15, laser,002.762, uwb,002.610
2022-05-07 13:53:16, laser,002.771, uwb,002.610
2022-05-07 13:53:16, laser,002.789, uwb,002.650
2022-05-07 13:53:16, laser,002.797, uwb,002.670
2022-05-07 13:53:16, laser,002.807, uwb,002.680
2022-05-07 13:53:16, laser,002.816, uwb,002.650
2022-05-07 13:53:16, laser,002.835, uwb,002.640
2022-05-07 13:53:16, laser,002.847, uwb,002.620
2022-05-07 13:53:16, laser,002.857, uwb,002.640
2022-05-07 13:53:17, laser,002.871, uwb,002.680
2022-05-07 13:53:17, laser,002.897, uwb,002.680
2022-05-07 13:53:17, laser,002.912, uwb,002.720
2022-05-07 13:53:17, laser,002.928, uwb,002.760
2022-05-07 13:53:17, laser,002.943, uwb,002.770
2022-05-07 13:53:17, laser,002.976, uwb,002.790
2022-05-07 13:53:17, laser,002.992, uwb,002.790
2022-05-07 13:53:17, laser,003.009, uwb,002.820
2022-05-07 13:53:18, laser,003.039, uwb,002.810
2022-05-07 13:53:18, laser,003.053, uwb,002.840
2022-05-07 13:53:18, laser,003.066, uwb,002.900
2022-05-07 13:53:18, laser,003.076, uwb,002.910
2022-05-07 13:53:18, laser,003.100, uwb,002.910
2022-05-07 13:53:18, laser,003.113, uwb,002.930
2022-05-07 13:53:18, laser,003.128, uwb,002.900
