2022-05-07 12:53:08, laser,001.134, uwb,001.010
2022-05-07 12:53:08, laser,001.153, uwb,001.060
2022-05-07 12:53:08, laser,001.173, uwb,001.060
2022-05-07 12:53:08, laser,001.193, uwb,001.070
2022-05-07 12:53:08, laser,001.242, uwb,001.070
2022-05-07 12:53:08, laser,001.266, uwb,001.020
2022-05-07 12:53:08, laser,001.292, uwb,001.050
2022-05-07 12:53:09, laser,001.319, uwb,001.100
2022-05-07 12:53:09, laser,001.375, uwb,001.170
2022-05-07 12:53:09, laser,001.401, uwb,001.170
2022-05-07 12:53:09, laser,001.431, uwb,001.220
2022-05-07 12:53:09, laser,001.460, uwb,001.250
2022-05-07 12:53:09, laser,001.522, uwb,001.290
2022-05-07 12:53:09, laser,001.552, uwb,001.290
2022-05-07 12:53:09, laser,001.583, uwb,001.340
2022-05-07 12:53:10, laser,001.614, uwb,001.340
2022-05-07 12:53:10, laser,001.682, uwb,001.400
2022-05-07 12:53:10, laser,001.716, uwb,001.410
2022-05-07 12:53:10, laser,001.752, uwb,001.470
2022-05-07 12:53:10, laser,001.787, uwb,001.540
2022-05-07 12:53:10, laser,001.858, uwb,001.630
2022-05-07 12:53:10, laser,001.893, uwb,001.670
2022-05-07 12:53:10, laser,001.926, uwb,001.700
2022-05-07 12:53:11, laser,001.995, uwb,001.720
2022-05-07 12:53:11, laser,002.028, uwb,001.770
2022-05-07 12:53:11, laser,002.064, uwb,001.800
2022-05-07 12:53:11, laser,002.097, uwb,001.850
2022-05-07 12:53:11, laser,002.169, uwb,001.890
2022-05-07 12:53:11, laser,002.209, uwb,001.940
2022-05-07 12:53:11, laser,002.245, uwb,002.030
2022-05-07 12:53:11, laser,002.279, uwb,002.060
2022-05-07 12:53:12, laser,002.354, uwb,002.130
2022-05-07 12:53:12, laser,002.391, uwb,002.200
2022-05-07 12:53:12, laser,002.427, uwb,002.190
2022-05-07 12:53:12, laser,002.466, uwb,002.270
2022-05-07 12:53:12, laser,002.540, uwb,002.330
2022-05-07 12:53:12, laser,002.575, uwb,002.380
2022-05-07 12:53:12, laser,002.611, uwb,002.440
2022-05-07 12:53:12, laser,002.647, uwb,002.460
2022-05-07 12:53:13, laser,002.714, uwb,002.600
2022-05-07 12:53:13, laser,002.748, uwb,002.640
2022-05-07 12:53:13, laser,002.781, uwb,002.700
2022-05-07 12:53:13, laser,002.815, uwb,002.730
2022-05-07 12:53:13, laser,002.882, uwb,002.830
2022-05-07 12:53:13, laser,002.918, uwb,002.880
2022-05-07 12:53:13, laser,002.951, uwb,002.850
2022-05-07 12:53:13, laser,003.022, uwb,002.880
2022-05-07 12:53:14, laser,003.060, uwb,002.860
