2022-05-07 11:58:16, laser,001.082, uwb,000.980
2022-05-07 11:58:16, laser,001.099, uwb,001.030
2022-05-07 11:58:16, laser,001.107, uwb,001.030
2022-05-07 11:58:17, laser,001.117, uwb,001.020
2022-05-07 11:58:17, laser,001.145, uwb,001.020
2022-05-07 11:58:17, laser,001.163, uwb,001.040
2022-05-07 11:58:17, laser,001.181, uwb,001.100
2022-05-07 11:58:17, laser,001.200, uwb,001.080
2022-05-07 11:58:17, laser,001.239, uwb,001.110
2022-05-07 11:58:17, laser,001.261, uwb,001.100
2022-05-07 11:58:17, laser,001.281, uwb,001.140
2022-05-07 11:58:18, laser,001.315, uwb,001.160
2022-05-07 11:58:18, laser,001.338, uwb,001.220
2022-05-07 11:58:18, laser,001.361, uwb,001.220
2022-05-07 11:58:18, laser,001.407, uwb,001.240
2022-05-07 11:58:18, laser,001.430, uwb,001.270
2022-05-07 11:58:18, laser,001.452, uwb,001.250
2022-05-07 11:58:18, laser,001.475, uwb,001.250
2022-05-07 11:58:18, laser,001.521, uwb,001.350
2022-05-07 11:58:19, laser,001.542, uwb,001.410
2022-05-07 11:58:19, laser,001.565, uwb,001.400
2022-05-07 11:58:19, laser,001.588, uwb,001.440
2022-05-07 11:58:19, laser,001.639, uwb,001.480
2022-05-07 11:58:19, laser,001.666, uwb,001.490
2022-05-07 11:58:19, laser,001.691, uwb,001.490
2022-05-07 11:58:19, laser,001.714, uwb,001.510
2022-05-07 11:58:19, laser,001.766, uwb,001.540
2022-05-07 11:58:20, laser,001.791, uwb,001.540
2022-05-07 11:58:20, laser,001.818, uwb,001.570
2022-05-07 11:58:20, laser,001.847, uwb,001.620
2022-05-07 11:58:20, laser,001.898, uwb,001.650
2022-05-07 11:58:20, laser,001.922, uwb,001.710
2022-05-07 11:58:20, laser,001.947, uwb,001.700
2022-05-07 11:58:20, laser,001.994, uwb,001.690
2022-05-07 11:58:20, laser,002.017, uwb,001.720
2022-05-07 11:58:21, laser,002.044, uwb,001.840
2022-05-07 11:58:21, laser,002.068, uwb,001.870
2022-05-07 11:58:21, laser,002.118, uwb,001.930
2022-05-07 11:58:21, laser,002.145, uwb,001.980
2022-05-07 11:58:21, laser,002.168, uwb,001.990
2022-05-07 11:58:21, laser,002.194, uwb,002.010
2022-05-07 11:58:21, laser,002.245, uwb,002.010
2022-05-07 11:58:22, laser,002.272, uwb,002.000
2022-05-07 11:58:22, laser,002.299, uwb,002.030
2022-05-07 11:58:22, laser,002.327, uwb,002.110
2022-05-07 11:58:22, laser,002.380, uwb,002.140
2022-05-07 11:58:22, laser,002.407, uwb,002.210
2022-05-07 11:58:22, laser,002.434, uwb,002.240
2022-05-07 11:58:22, laser,002.459, uwb,002.260
2022-05-07 11:58:22, laser,002.514, uwb,002.320
2022-05-07 11:58:23, laser,002.542, uwb,002.350
2022-05-07 11:58:23, laser,002.573, uwb,002.380
2022-05-07 11:58:23, laser,002.602, uwb,002.440
2022-05-07 11:58:23, laser,002.660, uwb,002.430
2022-05-07 11:58:23, laser,002.687, uwb,002.430
2022-05-07 11:58:23, laser,002.713, uwb,002.440
2022-05-07 11:58:23, laser,002.769, uwb,002.480
2022-05-07 11:58:23, laser,002.794, uwb,002.520
2022-05-07 11:58:24, laser,002.819, uwb,002.640
2022-05-07 11:58:24, laser,002.840, uwb,002.670
2022-05-07 11:58:24, laser,002.885, uwb,002.670
2022-05-07 11:58:24, laser,002.909, uwb,002.680
2022-05-07 11:58:24, laser,002.932, uwb,002.780
2022-05-07 11:58:24, laser,002.954, uwb,002.840
2022-05-07 11:58:24, laser,003.007, uwb,002.820
2022-05-07 11:58:24, laser,003.032, uwb,002.900
2022-05-07 11:58:25, laser,003.054, uwb,002.930
2022-05-07 11:58:25, laser,003.076, uwb,002.960
2022-05-07 11:58:25, laser,003.119, uwb,002.960
2022-05-07 11:58:25, laser,003.141, uwb,003.010
2022-05-07 11:58:25, laser,003.163, uwb,002.970
2022-05-07 11:58:25, laser,003.187, uwb,003.010
2022-05-07 11:58:25, laser,003.238, uwb,003.080
2022-05-07 11:58:25, laser,003.264, uwb,003.140
2022-05-07 11:58:26, laser,003.290, uwb,003.140
2022-05-07 11:58:26, laser,003.316, uwb,003.150
2022-05-07 11:58:26, laser,003.372, uwb,003.160
2022-05-07 11:58:26, laser,003.398, uwb,003.170
2022-05-07 11:58:26, laser,003.426, uwb,003.230
2022-05-07 11:58:26, laser,003.455, uwb,003.280
2022-05-07 11:58:26, laser,003.513, uwb,003.310
2022-05-07 11:58:26, laser,003.539, uwb,003.320
2022-05-07 11:58:27, laser,003.565, uwb,003.360
2022-05-07 11:58:27, laser,003.618, uwb,003.460
2022-05-07 11:58:27, laser,003.646, uwb,003.480
2022-05-07 11:58:27, laser,003.674, uwb,003.540
2022-05-07 11:58:27, laser,003.704, uwb,003.580
2022-05-07 11:58:27, laser,003.766, uwb,003.620
2022-05-07 11:58:27, laser,003.798, uwb,003.680
2022-05-07 11:58:27, laser,003.824, uwb,003.720
2022-05-07 11:58:28, laser,003.851, uwb,003.740
2022-05-07 11:58:28, laser,003.851, uwb,003.740
2022-05-07 11:58:28, laser,003.917, uwb,003.810
2022-05-07 11:58:28, laser,003.939, uwb,003.780
2022-05-07 11:58:28, laser,003.982, uwb,003.830
2022-05-07 11:58:28, laser,004.007, uwb,003.820
2022-05-07 11:58:28, laser,004.034, uwb,003.850
2022-05-07 11:58:28, laser,004.063, uwb,003.910
2022-05-07 11:58:29, laser,004.112, uwb,003.920
2022-05-07 11:58:29, laser,004.136, uwb,003.940
2022-05-07 11:58:29, laser,004.157, uwb,004.000
2022-05-07 11:58:29, laser,004.180, uwb,004.040
2022-05-07 11:58:29, laser,004.223, uwb,004.080
2022-05-07 11:58:29, laser,004.243, uwb,004.080
2022-05-07 11:58:29, laser,004.261, uwb,004.090
2022-05-07 11:58:29, laser,004.279, uwb,004.100
2022-05-07 11:58:30, laser,004.310, uwb,004.220
2022-05-07 11:58:30, laser,004.330, uwb,004.310
2022-05-07 11:58:30, laser,004.350, uwb,004.240
2022-05-07 11:58:30, laser,004.387, uwb,004.400
2022-05-07 11:58:30, laser,004.407, uwb,004.390
2022-05-07 11:58:30, laser,004.429, uwb,004.360
2022-05-07 11:58:30, laser,004.453, uwb,004.350
2022-05-07 11:58:30, laser,004.500, uwb,004.350
2022-05-07 11:58:31, laser,004.525, uwb,004.350
2022-05-07 11:58:31, laser,004.551, uwb,004.350
2022-05-07 11:58:31, laser,004.577, uwb,004.410
2022-05-07 11:58:31, laser,004.617, uwb,004.500
2022-05-07 11:58:31, laser,004.634, uwb,004.560
2022-05-07 11:58:31, laser,004.651, uwb,004.640
2022-05-07 11:58:31, laser,004.669, uwb,004.660
2022-05-07 11:58:31, laser,004.710, uwb,004.630
2022-05-07 11:58:32, laser,004.729, uwb,004.630
2022-05-07 11:58:32, laser,004.750, uwb,004.610
2022-05-07 11:58:32, laser,004.769, uwb,004.620
2022-05-07 11:58:32, laser,004.817, uwb,004.640
2022-05-07 11:58:32, laser,004.838, uwb,004.690
2022-05-07 11:58:32, laser,004.865, uwb,004.740
2022-05-07 11:58:32, laser,004.921, uwb,004.810
2022-05-07 11:58:32, laser,004.946, uwb,004.840
2022-05-07 11:58:33, laser,004.970, uwb,004.850
2022-05-07 11:58:33, laser,004.991, uwb,004.850
2022-05-07 11:58:33, laser,005.037, uwb,004.880
