2022-05-07 13:43:27, laser,001.117, uwb,000.900
2022-05-07 13:43:27, laser,001.120, uwb,000.930
2022-05-07 13:43:27, laser,001.130, uwb,000.960
2022-05-07 13:43:27, laser,001.141, uwb,000.970
2022-05-07 13:43:27, laser,001.162, uwb,000.990
2022-05-07 13:43:27, laser,001.171, uwb,001.000
2022-05-07 13:43:28, laser,001.179, uwb,001.000
2022-05-07 13:43:28, laser,001.186, uwb,001.020
2022-05-07 13:43:28, laser,001.201, uwb,001.000
2022-05-07 13:43:28, laser,001.207, uwb,000.990
2022-05-07 13:43:28, laser,001.217, uwb,001.000
2022-05-07 13:43:28, laser,001.225, uwb,000.990
2022-05-07 13:43:28, laser,001.245, uwb,001.050
2022-05-07 13:43:28, laser,001.256, uwb,001.040
2022-05-07 13:43:29, laser,001.266, uwb,001.060
2022-05-07 13:43:29, laser,001.288, uwb,001.020
2022-05-07 13:43:29, laser,001.299, uwb,001.070
2022-05-07 13:43:29, laser,001.308, uwb,001.090
2022-05-07 13:43:29, laser,001.317, uwb,001.170
2022-05-07 13:43:29, laser,001.337, uwb,001.140
2022-05-07 13:43:29, laser,001.347, uwb,001.200
2022-05-07 13:43:29, laser,001.356, uwb,001.210
2022-05-07 13:43:30, laser,001.363, uwb,001.200
2022-05-07 13:43:30, laser,001.380, uwb,001.130
2022-05-07 13:43:30, laser,001.391, uwb,001.160
2022-05-07 13:43:30, laser,001.398, uwb,001.170
2022-05-07 13:43:30, laser,001.410, uwb,001.200
2022-05-07 13:43:30, laser,001.434, uwb,001.200
2022-05-07 13:43:30, laser,001.447, uwb,001.190
2022-05-07 13:43:30, laser,001.460, uwb,001.240
2022-05-07 13:43:31, laser,001.475, uwb,001.260
2022-05-07 13:43:31, laser,001.504, uwb,001.320
2022-05-07 13:43:31, laser,001.517, uwb,001.360
2022-05-07 13:43:31, laser,001.530, uwb,001.350
2022-05-07 13:43:31, laser,001.543, uwb,001.310
2022-05-07 13:43:31, laser,001.568, uwb,001.320
2022-05-07 13:43:31, laser,001.581, uwb,001.310
2022-05-07 13:43:31, laser,001.594, uwb,001.320
2022-05-07 13:43:32, laser,001.616, uwb,001.370
2022-05-07 13:43:32, laser,001.626, uwb,001.380
2022-05-07 13:43:32, laser,001.637, uwb,001.420
2022-05-07 13:43:32, laser,001.648, uwb,001.420
2022-05-07 13:43:32, laser,001.672, uwb,001.450
2022-05-07 13:43:32, laser,001.683, uwb,001.450
2022-05-07 13:43:32, laser,001.694, uwb,001.470
2022-05-07 13:43:32, laser,001.707, uwb,001.500
2022-05-07 13:43:33, laser,001.731, uwb,001.480
2022-05-07 13:43:33, laser,001.744, uwb,001.500
2022-05-07 13:43:33, laser,001.756, uwb,001.530
2022-05-07 13:43:33, laser,001.768, uwb,001.550
2022-05-07 13:43:33, laser,001.793, uwb,001.570
2022-05-07 13:43:33, laser,001.805, uwb,001.580
2022-05-07 13:43:33, laser,001.818, uwb,001.590
2022-05-07 13:43:33, laser,001.829, uwb,001.590
2022-05-07 13:43:34, laser,001.856, uwb,001.630
2022-05-07 13:43:34, laser,001.869, uwb,001.620
2022-05-07 13:43:34, laser,001.882, uwb,001.640
2022-05-07 13:43:34, laser,001.894, uwb,001.650
2022-05-07 13:43:34, laser,001.920, uwb,001.690
2022-05-07 13:43:34, laser,001.932, uwb,001.720
2022-05-07 13:43:34, laser,001.945, uwb,001.740
2022-05-07 13:43:34, laser,001.958, uwb,001.750
2022-05-07 13:43:35, laser,001.983, uwb,001.750
2022-05-07 13:43:35, laser,001.999, uwb,001.790
2022-05-07 13:43:35, laser,002.027, uwb,001.800
2022-05-07 13:43:35, laser,002.041, uwb,001.870
2022-05-07 13:43:35, laser,002.058, uwb,001.900
2022-05-07 13:43:35, laser,002.074, uwb,001.890
2022-05-07 13:43:35, laser,002.105, uwb,001.930
2022-05-07 13:43:35, laser,002.121, uwb,001.970
2022-05-07 13:43:36, laser,002.135, uwb,001.990
2022-05-07 13:43:36, laser,002.151, uwb,001.980
2022-05-07 13:43:36, laser,002.180, uwb,002.070
2022-05-07 13:43:36, laser,002.196, uwb,002.080
2022-05-07 13:43:36, laser,002.211, uwb,002.080
2022-05-07 13:43:36, laser,002.226, uwb,002.100
2022-05-07 13:43:36, laser,002.255, uwb,002.100
2022-05-07 13:43:36, laser,002.270, uwb,002.070
2022-05-07 13:43:37, laser,002.287, uwb,002.060
2022-05-07 13:43:37, laser,002.300, uwb,002.100
2022-05-07 13:43:37, laser,002.330, uwb,002.120
2022-05-07 13:43:37, laser,002.347, uwb,002.170
2022-05-07 13:43:37, laser,002.361, uwb,002.190
