2022-05-07 13:54:26, laser,001.045, uwb,000.900
2022-05-07 13:54:26, laser,001.055, uwb,000.960
2022-05-07 13:54:26, laser,001.080, uwb,000.980
2022-05-07 13:54:27, laser,001.082, uwb,000.970
2022-05-07 13:54:27, laser,001.087, uwb,000.970
2022-05-07 13:54:27, laser,001.105, uwb,000.960
2022-05-07 13:54:27, laser,001.114, uwb,000.970
2022-05-07 13:54:27, laser,001.126, uwb,001.000
2022-05-07 13:54:27, laser,001.140, uwb,001.010
2022-05-07 13:54:27, laser,001.170, uwb,001.000
2022-05-07 13:54:27, laser,001.185, uwb,000.980
2022-05-07 13:54:28, laser,001.199, uwb,000.970
2022-05-07 13:54:28, laser,001.213, uwb,001.000
2022-05-07 13:54:28, laser,001.246, uwb,001.020
2022-05-07 13:54:28, laser,001.264, uwb,001.010
2022-05-07 13:54:28, laser,001.282, uwb,001.040
2022-05-07 13:54:28, laser,001.322, uwb,001.060
2022-05-07 13:54:28, laser,001.343, uwb,001.070
2022-05-07 13:54:28, laser,001.362, uwb,001.140
2022-05-07 13:54:29, laser,001.384, uwb,001.170
2022-05-07 13:54:29, laser,001.429, uwb,001.230
2022-05-07 13:54:29, laser,001.449, uwb,001.270
2022-05-07 13:54:29, laser,001.469, uwb,001.280
2022-05-07 13:54:29, laser,001.488, uwb,001.280
2022-05-07 13:54:29, laser,001.525, uwb,001.340
2022-05-07 13:54:29, laser,001.540, uwb,001.340
2022-05-07 13:54:29, laser,001.559, uwb,001.340
2022-05-07 13:54:30, laser,001.576, uwb,001.370
2022-05-07 13:54:30, laser,001.607, uwb,001.410
2022-05-07 13:54:30, laser,001.620, uwb,001.420
2022-05-07 13:54:30, laser,001.634, uwb,001.450
2022-05-07 13:54:30, laser,001.645, uwb,001.470
2022-05-07 13:54:30, laser,001.671, uwb,001.490
2022-05-07 13:54:30, laser,001.685, uwb,001.490
2022-05-07 13:54:30, laser,001.698, uwb,001.500
2022-05-07 13:54:31, laser,001.728, uwb,001.440
2022-05-07 13:54:31, laser,001.742, uwb,001.480
2022-05-07 13:54:31, laser,001.755, uwb,001.520
