2022-05-07 12:58:30, laser,001.096, uwb,000.980
2022-05-07 12:58:30, laser,001.114, uwb,000.960
2022-05-07 12:58:30, laser,001.130, uwb,000.980
2022-05-07 12:58:30, laser,001.166, uwb,000.980
2022-05-07 12:58:30, laser,001.186, uwb,000.930
2022-05-07 12:58:30, laser,001.206, uwb,000.940
2022-05-07 12:58:30, laser,001.228, uwb,000.980
2022-05-07 12:58:30, laser,001.280, uwb,001.030
2022-05-07 12:58:31, laser,001.306, uwb,001.090
2022-05-07 12:58:31, laser,001.335, uwb,001.090
2022-05-07 12:58:31, laser,001.367, uwb,001.140
2022-05-07 12:58:31, laser,001.431, uwb,001.170
2022-05-07 12:58:31, laser,001.464, uwb,001.170
2022-05-07 12:58:31, laser,001.496, uwb,001.240
2022-05-07 12:58:31, laser,001.559, uwb,001.280
2022-05-07 12:58:31, laser,001.590, uwb,001.330
2022-05-07 12:58:32, laser,001.620, uwb,001.380
2022-05-07 12:58:32, laser,001.652, uwb,001.390
2022-05-07 12:58:32, laser,001.723, uwb,001.380
2022-05-07 12:58:32, laser,001.758, uwb,001.460
2022-05-07 12:58:32, laser,001.794, uwb,001.500
2022-05-07 12:58:32, laser,001.835, uwb,001.570
2022-05-07 12:58:32, laser,001.907, uwb,001.570
2022-05-07 12:58:32, laser,001.946, uwb,001.680
2022-05-07 12:58:33, laser,001.983, uwb,001.680
2022-05-07 12:58:33, laser,002.022, uwb,001.730
2022-05-07 12:58:33, laser,002.103, uwb,001.790
2022-05-07 12:58:33, laser,002.144, uwb,001.880
2022-05-07 12:58:33, laser,002.183, uwb,001.960
2022-05-07 12:58:33, laser,002.226, uwb,002.050
2022-05-07 12:58:33, laser,002.303, uwb,002.090
2022-05-07 12:58:33, laser,002.341, uwb,002.170
2022-05-07 12:58:34, laser,002.380, uwb,002.180
2022-05-07 12:58:34, laser,002.424, uwb,002.240
2022-05-07 12:58:34, laser,002.504, uwb,002.260
2022-05-07 12:58:34, laser,002.544, uwb,002.280
2022-05-07 12:58:34, laser,002.585, uwb,002.350
2022-05-07 12:58:34, laser,002.665, uwb,002.400
2022-05-07 12:58:34, laser,002.704, uwb,002.450
2022-05-07 12:58:34, laser,002.741, uwb,002.490
2022-05-07 12:58:35, laser,002.777, uwb,002.540
2022-05-07 12:58:35, laser,002.850, uwb,002.590
2022-05-07 12:58:35, laser,002.885, uwb,002.700
2022-05-07 12:58:35, laser,002.921, uwb,002.800
2022-05-07 12:58:35, laser,002.956, uwb,002.860
2022-05-07 12:58:35, laser,003.027, uwb,002.900
2022-05-07 12:58:35, laser,003.065, uwb,002.940
2022-05-07 12:58:35, laser,003.100, uwb,002.960
2022-05-07 12:58:36, laser,003.135, uwb,002.990
2022-05-07 12:58:36, laser,003.205, uwb,003.020
