2022-05-07 12:55:39, laser,001.103, uwb,001.020
2022-05-07 12:55:39, laser,001.110, uwb,001.040
2022-05-07 12:55:39, laser,001.120, uwb,001.060
2022-05-07 12:55:39, laser,001.128, uwb,001.030
2022-05-07 12:55:39, laser,001.146, uwb,001.040
2022-05-07 12:55:39, laser,001.156, uwb,001.030
2022-05-07 12:55:39, laser,001.168, uwb,001.030
2022-05-07 12:55:40, laser,001.178, uwb,001.050
2022-05-07 12:55:40, laser,001.207, uwb,001.080
2022-05-07 12:55:40, laser,001.227, uwb,001.050
2022-05-07 12:55:40, laser,001.246, uwb,001.090
2022-05-07 12:55:40, laser,001.264, uwb,001.080
2022-05-07 12:55:40, laser,001.309, uwb,001.100
2022-05-07 12:55:40, laser,001.336, uwb,001.110
2022-05-07 12:55:40, laser,001.362, uwb,001.140
2022-05-07 12:55:41, laser,001.391, uwb,001.190
2022-05-07 12:55:41, laser,001.453, uwb,001.190
2022-05-07 12:55:41, laser,001.485, uwb,001.260
2022-05-07 12:55:41, laser,001.516, uwb,001.310
2022-05-07 12:55:41, laser,001.587, uwb,001.360
2022-05-07 12:55:41, laser,001.621, uwb,001.420
2022-05-07 12:55:41, laser,001.659, uwb,001.420
2022-05-07 12:55:41, laser,001.695, uwb,001.430
2022-05-07 12:55:42, laser,001.769, uwb,001.490
2022-05-07 12:55:42, laser,001.810, uwb,001.550
2022-05-07 12:55:42, laser,001.849, uwb,001.630
2022-05-07 12:55:42, laser,001.891, uwb,001.660
2022-05-07 12:55:42, laser,001.974, uwb,001.670
2022-05-07 12:55:42, laser,002.015, uwb,001.720
2022-05-07 12:55:42, laser,002.058, uwb,001.800
2022-05-07 12:55:42, laser,002.099, uwb,001.840
2022-05-07 12:55:43, laser,002.183, uwb,001.880
2022-05-07 12:55:43, laser,002.226, uwb,001.950
2022-05-07 12:55:43, laser,002.268, uwb,001.970
2022-05-07 12:55:43, laser,002.352, uwb,002.030
2022-05-07 12:55:43, laser,002.393, uwb,002.120
2022-05-07 12:55:43, laser,002.435, uwb,002.200
2022-05-07 12:55:43, laser,002.476, uwb,002.220
2022-05-07 12:55:43, laser,002.560, uwb,002.260
2022-05-07 12:55:44, laser,002.603, uwb,002.300
2022-05-07 12:55:44, laser,002.647, uwb,002.400
2022-05-07 12:55:44, laser,002.690, uwb,002.420
2022-05-07 12:55:44, laser,002.778, uwb,002.470
2022-05-07 12:55:44, laser,002.820, uwb,002.510
2022-05-07 12:55:44, laser,002.866, uwb,002.560
2022-05-07 12:55:44, laser,002.911, uwb,002.640
2022-05-07 12:55:44, laser,003.007, uwb,002.740
2022-05-07 12:55:45, laser,003.054, uwb,002.830
2022-05-07 12:55:45, laser,003.099, uwb,002.890
2022-05-07 12:55:45, laser,003.145, uwb,002.930
2022-05-07 12:55:45, laser,003.235, uwb,003.000
2022-05-07 12:55:45, laser,003.281, uwb,003.030
2022-05-07 12:55:45, laser,003.329, uwb,003.070
2022-05-07 12:55:45, laser,003.375, uwb,003.110
2022-05-07 12:55:45, laser,003.467, uwb,003.160
2022-05-07 12:55:46, laser,003.512, uwb,003.250
2022-05-07 12:55:46, laser,003.560, uwb,003.320
2022-05-07 12:55:46, laser,003.653, uwb,003.380
2022-05-07 12:55:46, laser,003.697, uwb,003.450
2022-05-07 12:55:46, laser,003.744, uwb,003.480
2022-05-07 12:55:46, laser,003.789, uwb,003.530
2022-05-07 12:55:46, laser,003.880, uwb,003.590
2022-05-07 12:55:46, laser,003.924, uwb,003.690
2022-05-07 12:55:47, laser,003.970, uwb,003.720
2022-05-07 12:55:47, laser,004.016, uwb,003.790
2022-05-07 12:55:47, laser,004.109, uwb,003.880
2022-05-07 12:55:47, laser,004.154, uwb,003.930
2022-05-07 12:55:47, laser,004.201, uwb,003.990
2022-05-07 12:55:47, laser,004.248, uwb,004.020
2022-05-07 12:55:47, laser,004.340, uwb,004.090
2022-05-07 12:55:47, laser,004.389, uwb,004.170
2022-05-07 12:55:48, laser,004.436, uwb,004.190
2022-05-07 12:55:48, laser,004.484, uwb,004.230
2022-05-07 12:55:48, laser,004.580, uwb,004.260
2022-05-07 12:55:48, laser,004.625, uwb,004.420
2022-05-07 12:55:48, laser,004.671, uwb,004.500
2022-05-07 12:55:48, laser,004.716, uwb,004.540
2022-05-07 12:55:48, laser,004.806, uwb,004.570
2022-05-07 12:55:48, laser,004.848, uwb,004.610
2022-05-07 12:55:49, laser,004.896, uwb,004.660
2022-05-07 12:55:49, laser,004.987, uwb,004.670
2022-05-07 12:55:49, laser,005.031, uwb,004.760
2022-05-07 12:55:49, laser,005.075, uwb,004.870
2022-05-07 12:55:49, laser,005.117, uwb,004.940
2022-05-07 12:55:49, laser,005.206, uwb,004.970
2022-05-07 12:55:49, laser,005.248, uwb,005.040
2022-05-07 12:55:49, laser,005.291, uwb,005.060
2022-05-07 12:55:50, laser,005.333, uwb,005.110
2022-05-07 12:55:50, laser,005.415, uwb,005.160
2022-05-07 12:55:50, laser,005.459, uwb,005.220
2022-05-07 12:55:50, laser,005.501, uwb,005.270
2022-05-07 12:55:50, laser,005.542, uwb,005.310
2022-05-07 12:55:50, laser,005.624, uwb,005.370
2022-05-07 12:55:50, laser,005.664, uwb,005.460
2022-05-07 12:55:50, laser,005.704, uwb,005.510
2022-05-07 12:55:51, laser,005.746, uwb,005.530
2022-05-07 12:55:51, laser,005.746, uwb,005.570
2022-05-07 12:55:51, laser,005.859, uwb,005.610
2022-05-07 12:55:51, laser,005.902, uwb,005.680
2022-05-07 12:55:51, laser,005.982, uwb,005.740
2022-05-07 12:55:51, laser,006.022, uwb,005.800
2022-05-07 12:55:51, laser,006.063, uwb,005.860
2022-05-07 12:55:51, laser,006.154, uwb,005.910
2022-05-07 12:55:52, laser,006.197, uwb,005.920
2022-05-07 12:55:52, laser,006.241, uwb,005.950
2022-05-07 12:55:52, laser,006.283, uwb,005.980
2022-05-07 12:55:52, laser,006.364, uwb,006.070
2022-05-07 12:55:52, laser,006.411, uwb,006.110
2022-05-07 12:55:52, laser,006.451, uwb,006.160
2022-05-07 12:55:52, laser,006.492, uwb,006.200
2022-05-07 12:55:52, laser,006.571, uwb,006.270
2022-05-07 12:55:53, laser,006.608, uwb,006.360
2022-05-07 12:55:53, laser,006.643, uwb,006.430
2022-05-07 12:55:53, laser,006.678, uwb,006.480
2022-05-07 12:55:53, laser,006.741, uwb,006.500
2022-05-07 12:55:53, laser,006.770, uwb,006.510
2022-05-07 12:55:53, laser,006.797, uwb,006.550
2022-05-07 12:55:53, laser,006.820, uwb,006.560
2022-05-07 12:55:53, laser,006.862, uwb,006.600
2022-05-07 12:55:54, laser,006.874, uwb,006.650
